seed,generation,fitness,population_mean_gap,population_median_gap,wall_seconds
1103,1,0.2738891241080496,0.6752305185098109,0.5489764200621683,1422.1273050308228
2207,1,0.2971994620502433,0.7100145234862276,0.5951645520765849,1313.4929616451263
3313,1,0.25199953011550424,0.6912516674763314,0.5499554795914647,1410.9938740730286
